teamName,agents,website,facebook,instagram,linkedin,phone,company,network,location,avgHomePrice,latestVolume,latestTransactions,url
"Adams-Mansoor Group","2","","","","","(512) 589-8311","Keller Williams Realty","Keller Williams","Round Rock, TX","$468,541","$17.80M","38","https://www.realtrends.com/team-profile/adams-mansoorgroup-texas-kellerwilliamsrealty/"
"The Renfeld Group","4","","","","","(916) 521-5832","Keller Williams Realty Heritage","Keller Williams","San Antonio, TX","$629,102","$17.80M","28.3","https://www.realtrends.com/team-profile/therenfeldgroup-texas-kellerwilliamsrealtyheritage/"
"The Perry Group","2","https://www.williamstrew.com/bio/theperrygroup","","","","(817) 964-5210","Ebby Halliday Companies - Williams Trew","LeadingRE, HomeServices of America","Willow Park, TX","$847,610","$17.80M","21","https://www.realtrends.com/team-profile/theperrygroup-texas-ebbyhalliday-companies-williamstrew/"
"Zonker Team","3","","","","","(325) 665-6604","KW Synergy","Keller Williams","Abilene, TX","$273,677","$17.79M","65","https://www.realtrends.com/team-profile/zonkerteam-texas-kwsynergy/"
"Reynolds Realty Group","2","","","","","(281) 444-3900","Keller Williams Realty Professionals","Keller Williams","Spring, TX","$467,462","$17.76M","38","https://www.realtrends.com/team-profile/reynoldsrealtygroup-texas-kellerwilliamsrealtyprofessionals/"
"Condy & Jordan Real Estate Group","2","","","","","(254) 396-7715","Keller Williams Brazos West","Keller Williams","Granbury, TX","$369,578","$17.74M","48","https://www.realtrends.com/team-profile/condyjordanrealestategroup-texas-kellerwilliamsbrazoswest/"
"Heritage Investors Real Estate Team","2","","","","","(281) 220-2100","Keller Williams Premier Realty","Keller Williams","Katy, TX","$334,548","$17.73M","53","https://www.realtrends.com/team-profile/heritageinvestorsrealestateteam-texas-kellerwilliamspremierrealty/"
"The Meredith Group","3","","","","","","Douglas Elliman","Independent/Other","Houston, TX","$1,106,686","$17.71M","16","https://www.realtrends.com/team-profile/themeredithgroup-texas-douglaselliman/"
"GR Homes Group","4","","","","","","Coldwell Banker Apex, Realtors","Coldwell Banker","Dallas, TX","$393,468","$17.71M","45","https://www.realtrends.com/team-profile/grhomesgroup-texas-coldwellbankerapexrealtors/"
"The Cummings Team®","2","https://www.cummingsteam.com/","https://www.facebook.com/cummingsteam","https://www.instagram.com/thecummingsteam.realtors","https://www.linkedin.com/in/rebekah-cummings","(512) 619-3186","Keller Williams Realty","Keller Williams","Austin, TX","$431,597","$17.70M","41","https://www.realtrends.com/team-profile/thecummingsteam-texas-kellerwilliamsrealty/"
"Bacon Bellinger Real Estate Group","3","","","","","","Coldwell Banker Apex, Realtors","Coldwell Banker","Plano, TX","$552,744","$17.69M","32","https://www.realtrends.com/team-profile/baconbellingerrealestategroup-texas-coldwellbankerapexrealtors/"
"The Andrea Kitzman Team","2","","","","","","Better Homes and Gardens Real Estate Gary Greene","Better Homes and Gardens","Houston, TX","$267,926","$17.68M","66","https://www.realtrends.com/team-profile/theandreakitzmanteam-texas-betterhomesandgardensrealestategarygreene/"
"The Fuentes Team","3","https://www.phyllisbrowning.com/realestate/agent/the-fuentes-team/","","","","(210) 386-4773","Phyllis Browning Company","LeadingRE","San Antonio, TX","$400,966","$17.64M","44","https://www.realtrends.com/team-profile/thefuentesteam-texas-phyllisbrowningcompany/"
"Core Residential Group","3","https://www.coreresidentialgroup.com/","https://www.facebook.com/CoreResidentialATX","https://www.instagram.com/coregroupatx/","","(512) 636-0834","Compass","Compass","Austin, TX","$490,042","$17.64M","36","https://www.realtrends.com/team-profile/coreresidentialgroup-texas-compass/"
"Deb Brown Group","3","","","","","","Compass","Compass","Dallas, TX","$881,750","$17.63M","20","https://www.realtrends.com/team-profile/debbrowngroup-texas-compass/"
"Rejebian Jolas Real Estate Team","2","","","","","","Compass","Compass","Dallas, TX","$979,292","$17.63M","18","https://www.realtrends.com/team-profile/rejebianjolasrealestateteam-texas-compass/"
"Somich-Harris Team","3","https://www.somich-harristeam.com/","","","","(281) 916-1363","RE/MAX Space Center-Clear Lake","RE/MAX","Houston, TX","$314,745","$17.63M","56","https://www.realtrends.com/team-profile/somich-harristeam-texas-re-maxspacecenter-clearlake/"
"Darin Davis Group","2","https://www.darindavis.com/","","","","(817) 691-1711","Keller Williams Realty","Keller Williams","Southlake, TX","$677,690","$17.62M","26","https://www.realtrends.com/team-profile/darindavisgroup-texas-kellerwilliamsrealty/"
"Titan Home Group","3","","","","","(281) 685-5439","Keller Williams Realty - The Woodlands","Keller Williams","The Woodlands, TX","$435,484","$17.59M","40.4","https://www.realtrends.com/team-profile/titanhomegroup-texas-kellerwilliamsrealty-thewoodlands/"
"Mueller Silent Market Team","2","https://muellersilentmarket.com/","","https://www.instagram.com/muellersilentmarketteam","","","Compass","Compass","Austin, TX","$703,453","$17.59M","25","https://www.realtrends.com/team-profile/muellersilentmarketteam-texas-compass/"
"Twin Realty Group","2","","","","","","Compass","Compass","Austin, TX","$799,189","$17.58M","22","https://www.realtrends.com/team-profile/twinrealtygroup-texas-compass/"
"The Santina Group","3","","","","","(903) 714-6430","Keller Williams Realty, Tyler","Keller Williams","Tyler, TX","$381,797","$17.56M","46","https://www.realtrends.com/team-profile/thesantinagroup-texas-kellerwilliamsrealtytyler/"
"Kirby Real Estate Team","2","","","","","(956) 279-8829","Keller Williams Realty Rio Grande Valley","Keller Williams","McAllen, TX","$287,903","$17.56M","61","https://www.realtrends.com/team-profile/kirbyrealestateteam-texas-kellerwilliamsrealtyriograndevalley/"
"Sahliyeh Swanson Group","3","","","","","","Compass","Compass","Dallas, TX","$1,596,456","$17.56M","11","https://www.realtrends.com/team-profile/sahliyehswansongroup-texas-compass/"
"Mike Schroeder Team","3","https://michaelschroeder.remax.com/","","","","(281) 705-6385","RE/MAX Preferred Homes","RE/MAX","Cypress, TX","$353,113","$17.48M","49.5","https://www.realtrends.com/team-profile/mikeschroederteam-texas-re-maxpreferredhomes/"
"Anderson Conomos Team","3","","","","","(214) 234-8000","Keller Williams Urban Dallas","Keller Williams","Dallas, TX","$546,177","$17.48M","32","https://www.realtrends.com/team-profile/andersonconomosteam-texas-kellerwilliamsurbandallas/"
"The Garrett Group","3","","","","","(806) 438-0181","Keller Williams Realty","Keller Williams","Lubbock, TX","$300,763","$17.47M","58.1","https://www.realtrends.com/team-profile/thegarrettgroup-texas-kellerwilliamsrealty/"
"The Mariposa Group","2","","","","","","Coldwell Banker Apex, Realtors","Coldwell Banker","Plano, TX","$582,222","$17.47M","30","https://www.realtrends.com/team-profile/themariposagroup-texas-coldwellbankerapexrealtors/"
"Indigo Skye Group","2","","","","","","Compass","Compass","Dallas, TX","$969,611","$17.45M","18","https://www.realtrends.com/team-profile/indigoskyegroup-texas-compass/"
"KEEP Real Estate Group","2","","","","","","Compass","Compass","Austin, TX","$968,639","$17.44M","18","https://www.realtrends.com/team-profile/keeprealestategroup-texas-compass/"
"The Lisa Roth Team","3","https://www.lisaroth.com/","","","","(281) 740-2480","RE/MAX ONE - The Woodlands & Spring","RE/MAX","The Woodlands, TX","$492,402","$16.25M","33","https://www.realtrends.com/team-profile/thelisarothteam-texas-re-maxone-thewoodlandsspring/"
"Tortuga Real Estate Group","4","https://www.tortugareg.com/","https://www.facebook.com/share/1BbVKEkEp7/?mibextid=wwXIfr","https://www.instagram.com/tortugareg?igsh=MW92ZTB4MnY1YXY5ZQ%3D%3D&utm_source=qr","","(432) 520-5151","Keller Williams Midland","Keller Williams","Midland, TX","$289,396","$16.21M","56","https://www.realtrends.com/team-profile/tortugarealestategroup-texas-kellerwilliamsmidland/"
"Brandi Brantner Team","2","https://www.listwithbrandi.net/realestateagentoffice/spring-tx-77379-brandibrantner-id31505615.html","","","","(832) 726-8041","RE/MAX Integrity","RE/MAX","Tomball, TX","$368,296","$16.21M","44","https://www.realtrends.com/team-profile/brandibrantnerteam-texas-re-maxintegrity/"
"The Callander Group","3","https://www.thecallandergroup.com/","https://facebook.com/TheCallanderGroup","https://www.instagram.com/thecallandergroup","https://www.realtrends.com/team-profile/thecallandergroup-texas-coldwellbankerrealty/www.linkedin.com/in/steve-callander-a2a3349","(281) 788-3138","Coldwell Banker Realty","Coldwell Banker","The Woodlands, TX","$1,157,121","$16.20M","14","https://www.realtrends.com/team-profile/thecallandergroup-texas-coldwellbankerrealty/"
"Foster Greco Team","2","https://www.briggsfreeman.com/","","","","(214) 642-8966","Briggs Freeman Sotheby's International Realty","Sotheby's International Realty","Dallas, TX","$1,615,760","$16.16M","10","https://www.realtrends.com/team-profile/fostergrecoteam-texas-briggsfreemansotheby-sinternationalrealty/"
"The Melanie Baker Team","4","https://www.ebby.com/bio/melaniebaker","","","","(903) 360-0771","Ebby Halliday Companies - Ebby Halliday Realtors","LeadingRE, HomeServices of America","Tyler, TX","$375,696","$16.15M","43","https://www.realtrends.com/team-profile/themelaniebakerteam-texas-ebbyhallidaycompanies-ebbyhallidayrealtors/"
"The Ash Group","2","","","","","(210) 268-9660","RE/MAX Associates","RE/MAX","San Antonio, TX","$329,691","$16.15M","49","https://www.realtrends.com/team-profile/theashgroup-texas-re-maxassociates/"
"ATX Luxury Real Estate Group","5","","","","","(512) 920-2521","Compass","Compass","Austin, TX","$948,372","$16.12M","17","https://www.realtrends.com/team-profile/atxluxuryrealestategroup-texas-compass/"
"Calkins Darnall Real Estate LLC","2","","","","","(972) 345-9105","Keller Williams Realty","Keller Williams","McKinney, TX","$597,038","$16.12M","27","https://www.realtrends.com/team-profile/calkinsdarnallrealestatellc-texas-kellerwilliamsrealty/"
"North Star Team","3","https://northstar-team.com/","https://www.facebook.com/profile.php?id=61565133777764","","","(817) 845-3822","Better Homes and Gardens Real Estate Winans","Better Homes and Gardens","Arlington, TX","$447,132","$16.10M","36","https://www.realtrends.com/team-profile/northstarteam-texas-betterhomesandgardensrealestatewinans/"
"LSW + Everhart","5","","","","","(214) 299-0724","Keller Williams Realty North Country","Keller Williams","Celina, TX","$618,690","$16.09M","26","https://www.realtrends.com/team-profile/lsw-everhart-texas-kellerwilliamsrealtynorthcountry/"
"Griffin Realty Group","4","","","","","(713) 705-0400","Keller Williams Realty - The Woodlands","Keller Williams","The Woodlands, TX","$475,341","$16.07M","33.8","https://www.realtrends.com/team-profile/griffinrealtygroup-texas-kellerwilliamsrealty-thewoodlands/"
"Remarkable Realty Group","5","","https://www.facebook.com/JodiWarnerRealtor","https://www.instagram.com/remarkablerealtygroup979/","","(972) 229-8802","Compass","Compass","Houston, TX","$457,215","$16.00M","35","https://www.realtrends.com/team-profile/remarkablerealtygroup-texas-compass/"
"Tony Green Team","2","","","","","","Compass","Compass","Fort Worth, TX","$410,307","$16.00M","39","https://www.realtrends.com/team-profile/tonygreenteam-texas-compass/"
"Property People Team","2","","","","","","Compass","Compass","Houston, TX","$400,000","$16.00M","40","https://www.realtrends.com/team-profile/propertypeopleteam-texas-compass/"
"Candace Mulhollan Team","2","","","","","(409) 920-0054","RE/MAX ONE - Orange County","RE/MAX","Bridge City, TX","$248,055","$15.88M","64","https://www.realtrends.com/team-profile/candacemulhollanteam-texas-re-maxone-orangecounty/"
"The Tiffani Group","3","","","","","(214) 606-3062","Keller Williams Realty Ellis County","Keller Williams","Waxahachie, TX","$387,144","$15.87M","41","https://www.realtrends.com/team-profile/thetiffanigroup-texas-kellerwilliamsrealtyelliscounty/"
"Modernaire Group","2","https://modernairegroup.com/","https://www.facebook.com/profile.php?id=100083025896183#","https://www.instagram.com/modernaire_group/?hl=en","https://www.linkedin.com/company/modernaire-group/?viewAsMember=true","(512) 617-0001","Compass","Compass","Austin, TX","$660,193","$15.84M","24","https://www.realtrends.com/team-profile/modernairegroup-texas-compass/"
"The Maria Guzman Team","2","","","","","(713) 340-2000","RE/MAX Pearland","RE/MAX","Pearland, TX","$171,410","$15.77M","92","https://www.realtrends.com/team-profile/themariaguzmanteam-texas-re-maxpearland/"
"The Gonzalez Legacy Group","4","","","","","(832) 766-0195","Keller Williams Realty Professionals","Keller Williams","Spring, TX","$301,776","$15.69M","52","https://www.realtrends.com/team-profile/thegonzalezlegacygroup-texas-kellerwilliamsrealtyprofessionals/"
"The Luxe Group","2","","","","","(432) 520-5151","Keller Williams Midland","Keller Williams","Midland, TX","$296,124","$15.64M","52.8","https://www.realtrends.com/team-profile/theluxegroup-texas-kellerwilliamsmidland/"
"Flores Property Group","5","","","","","(575) 650-6264","Keller Williams Realty El Paso","Keller Williams","El Paso, TX","$281,206","$15.64M","55.6","https://www.realtrends.com/team-profile/florespropertygroup-texas-kellerwilliamsrealtyelpaso/"
"Pecan Street Residential Group","3","https://www.pecanstreetatx.com/","","https://www.instagram.com/pecanstreetatx","","(512) 840-9840","Compass","Compass","Austin, TX","$538,386","$15.61M","29","https://www.realtrends.com/team-profile/pecanstreetresidentialgroup-texas-compass/"
"Story Team","4","","","","","(936) 291-1520","Keller Williams Advantage Realty","Keller Williams","Conroe, TX","$371,136","$15.59M","42","https://www.realtrends.com/team-profile/storyteam-texas-kellerwilliamsadvantagerealty/"
"Jennifer Larsen","4","https://www.jlfinehomes.com/","https://www.facebook.com/share/1Yz8WsC83Y/?mibextid=wwXIfr","https://www.instagram.com/jl_fine_homes","https://www.linkedin.com/in/larsenrealtor?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app","(713) 724-2844","Compass","Compass","Houston, TX","$574,822","$15.52M","27","https://www.realtrends.com/team-profile/jenniferlarsen-texas-compass/"
"McRealty Group","4","https://www.mcrealtygrouptexas.com/","https://facebook.com/search_results/?q=mcrealty+group","https://www.instagram.com/mcrealtygrouptexas?igsh=MWdwZzc3amZpa2VqNQ%3D%3D&utm_source=qr","","(210) 632-2801","Keller Williams Realty Heritage","Keller Williams","San Antonio, TX","$323,084","$15.51M","48","https://www.realtrends.com/team-profile/mcrealtygroup-texas-kellerwilliamsrealtyheritage/"
"Heitz Team","2","http://www.heitzteam.com/","","","","(281) 361-2245","RE/MAX Associates Northeast","RE/MAX","Kingwood, TX","$322,911","$15.50M","48","https://www.realtrends.com/team-profile/heitzteam-texas-re-maxassociatesnortheast/"
"Tommy Dyer Realty Group","3","","","","","","Coldwell Banker Realty","Coldwell Banker","Fort Worth, TX","$377,838","$15.49M","41","https://www.realtrends.com/team-profile/tommydyerrealtygroup-texas-coldwellbankerrealty/"
"Clem Group","3","https://www.clemhomegroup.com/","","","","(972) 533-8201","Keller Williams Realty Ellis County","Keller Williams","Waxahachie, TX","$245,854","$15.49M","63","https://www.realtrends.com/team-profile/clemgroup-texas-kellerwilliamsrealtyelliscounty/"
"Hester Bell Team","2","https://www.hestershomes.com/","","","","(409) 861-5602","RE/MAX ONE","RE/MAX","Beaumont, TX","$244,729","$15.42M","63","https://www.realtrends.com/team-profile/hesterbellteam-texas-re-maxone/"
